"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"Myrsine coriacea","diameter at breast height (1.3 m)","2.54647908947033","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",358237
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",370837
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",370838
"Guarea macrophylla","diameter at breast height (1.3 m)","3","cm",NA,-3,-59.9667,NA,NA,"James S. MIller",NA,"public",370876
"Clethra scabra","diameter at breast height (1.3 m)","35","cm",NA,2.26667,-76.2,NA,NA,"James S. MIller",NA,"public",370886
"Guarea macrophylla","diameter at breast height (1.3 m)","13.2","cm",NA,-12.5254,-69.4766,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",371230
"Guarea macrophylla","diameter at breast height (1.3 m)","6.5","cm",NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",371374
"Guarea macrophylla","diameter at breast height (1.3 m)","15.6999998092651","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",371447
"Guarea macrophylla","diameter at breast height (1.3 m)","15.7","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",371460
"Myrsine coriacea","diameter at breast height (1.3 m)","10","cm",NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",384128
"Guarea macrophylla","diameter at breast height (1.3 m)","21.2","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",384621
"Myrsine coriacea","diameter at breast height (1.3 m)","6.46169068953095","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",384730
"Myrsine coriacea","diameter at breast height (1.3 m)","8.91267681314614","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",384745
"Guarea macrophylla","diameter at breast height (1.3 m)","15.1","cm",NA,-12.6202,-69.5685,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",397803
"Guarea macrophylla","diameter at breast height (1.3 m)","2.6","cm",NA,-12.6319,-69.5644,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",397806
"Endlicheria paniculata","diameter at breast height (1.3 m)","19.9","cm",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",397876
"Endlicheria paniculata","diameter at breast height (1.3 m)","4.7","cm",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",397877
"Myrsine coriacea","diameter at breast height (1.3 m)","13.05","cm",NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",398026
"Ficus luschnathiana","diameter at breast height (1.3 m)","10.0585924034078","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",398028
"Ficus luschnathiana","diameter at breast height (1.3 m)","9.54929658551372","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",398052
"Guarea macrophylla","diameter at breast height (1.3 m)","160","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",398115
"Guarea macrophylla","diameter at breast height (1.3 m)","160","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",398116
"Myrsine coriacea","diameter at breast height (1.3 m)","14","cm",NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",399548
"Guarea macrophylla","diameter at breast height (1.3 m)","5.1","cm",NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",412139
"Guarea macrophylla","diameter at breast height (1.3 m)","4.9","cm",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",412377
"Myrsine coriacea","diameter at breast height (1.3 m)","3.69239467973197","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",412521
"Myrsine coriacea","diameter at breast height (1.3 m)","14","cm",NA,0.871,-78.111,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",424901
"Endlicheria paniculata","diameter at breast height (1.3 m)","8","cm",NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",425258
"Guarea macrophylla","diameter at breast height (1.3 m)","160","cm",NA,-3.25088,-72.8916,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",426035
"Guarea macrophylla","diameter at breast height (1.3 m)","160","cm",NA,-3.25088,-72.8916,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",426036
"Guarea macrophylla","diameter at breast height (1.3 m)","138","cm",NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",426045
"Guarea macrophylla","diameter at breast height (1.3 m)","138","cm",NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",426046
"Psychotria suterella","diameter at breast height (1.3 m)","4","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",438546
"Psychotria suterella","diameter at breast height (1.3 m)","3","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",438547
"Psychotria suterella","diameter at breast height (1.3 m)","4","cm",NA,-24.136,-47.864,NA,NA,"James S. MIller",NA,"public",438573
"Guarea macrophylla","diameter at breast height (1.3 m)","3","cm",NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",438668
"Guarea macrophylla","diameter at breast height (1.3 m)","28","cm",NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",438844
"Guarea macrophylla","diameter at breast height (1.3 m)","3.6","cm",NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",438936
"Guapira opposita","diameter at breast height (1.3 m)","2.9","cm",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",439031
"Ficus luschnathiana","diameter at breast height (1.3 m)","25.4647908947033","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",439226
"Myrsine coriacea","diameter at breast height (1.3 m)","3.97887357729738","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",439227
"Myrsine coriacea","diameter at breast height (1.3 m)","11","cm",NA,-15.9167,-67.5833,NA,NA,"James S. MIller",NA,"public",451772
"Dalbergia frutescens","diameter at breast height (1.3 m)","3","cm",NA,-13.35,-69.6667,NA,NA,"James S. MIller",NA,"public",451881
"Guarea macrophylla","diameter at breast height (1.3 m)","38","cm",NA,-12.8215,-69.3499,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",452054
"Guarea macrophylla","diameter at breast height (1.3 m)","5","cm",NA,-12.4961,-69.2226,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",452125
"Myrsine coriacea","diameter at breast height (1.3 m)","5.44309905374282","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",452414
"Myrsine coriacea","diameter at breast height (1.3 m)","10.2","cm",NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",452421
"Guarea macrophylla","diameter at breast height (1.3 m)","5","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",465514
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-8.83333,-75,NA,NA,"James S. MIller",NA,"public",465601
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-8.83333,-75,NA,NA,"James S. MIller",NA,"public",465602
"Guarea macrophylla","diameter at breast height (1.3 m)","3","cm",NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",465611
"Guarea macrophylla","diameter at breast height (1.3 m)","6.5","cm",NA,-12.3299,-69.2712,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",465962
"Guarea macrophylla","diameter at breast height (1.3 m)","113","cm",NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",466142
"Myrsine coriacea","diameter at breast height (1.3 m)","10.0585924034078","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",466194
"Guarea macrophylla","diameter at breast height (1.3 m)","113","cm",NA,-3.26164,-72.8997,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",466347
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",478775
"Guarea macrophylla","diameter at breast height (1.3 m)","2.8","cm",NA,-12.0361,-69.0987,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",479040
"Myrsine coriacea","diameter at breast height (1.3 m)","22.759156862141","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",479470
"Myrsine coriacea","diameter at breast height (1.3 m)","8.75352187005424","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",479471
"Myrsine coriacea","diameter at breast height (1.3 m)","10.6952121757754","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",479512
"Psychotria suterella","diameter at breast height (1.3 m)","6","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",492122
"Psychotria suterella","diameter at breast height (1.3 m)","7","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",492123
"Psychotria suterella","diameter at breast height (1.3 m)","6","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",492124
"Psychotria suterella","diameter at breast height (1.3 m)","8","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",492125
"Guarea macrophylla","diameter at breast height (1.3 m)","8","cm",NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",492213
"Guarea macrophylla","diameter at breast height (1.3 m)","7","cm",NA,-4.91667,-73.75,NA,NA,"James S. MIller",NA,"public",492214
"Guarea macrophylla","diameter at breast height (1.3 m)","12.1","cm",NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",492717
"Myrsine coriacea","diameter at breast height (1.3 m)","4.45633840657307","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",492800
"Ficus luschnathiana","diameter at breast height (1.3 m)","4","cm",NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",492816
"Guarea macrophylla","diameter at breast height (1.3 m)","108","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",492891
"Guarea macrophylla","diameter at breast height (1.3 m)","108","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",492892
"Guarea macrophylla","diameter at breast height (1.3 m)","15","cm",NA,-23.581,-46.07,NA,NA,"James S. MIller",NA,"public",505299
"Guarea macrophylla","diameter at breast height (1.3 m)","12","cm",NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",505412
"Dalbergia frutescens","diameter at breast height (1.3 m)","5","cm",NA,-3.43333,-72.85,NA,NA,"James S. MIller",NA,"public",505544
"Endlicheria paniculata","diameter at breast height (1.3 m)","11.3","cm",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",505786
"Guarea macrophylla","diameter at breast height (1.3 m)","13","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",505897
"Guarea macrophylla","diameter at breast height (1.3 m)","147","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",506051
"Guarea macrophylla","diameter at breast height (1.3 m)","147","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",506052
"Dalbergia frutescens","diameter at breast height (1.3 m)","5","cm",NA,-19.3,-40.0667,NA,NA,"James S. MIller",NA,"public",519209
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-13.35,-69.6667,NA,NA,"James S. MIller",NA,"public",519307
"Guarea macrophylla","diameter at breast height (1.3 m)","5.4","cm",NA,-12.5348,-68.7579,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",519507
"Guapira opposita","diameter at breast height (1.3 m)","2.5","cm",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",519634
"Guarea macrophylla","diameter at breast height (1.3 m)","187","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",519869
"Guarea macrophylla","diameter at breast height (1.3 m)","187","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",519870
"Guarea macrophylla","diameter at breast height (1.3 m)","105","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",519883
"Guarea macrophylla","diameter at breast height (1.3 m)","105","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",519884
"Guarea macrophylla","diameter at breast height (1.3 m)","15.5","cm",NA,-12.5049,-68.78,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",532857
"Endlicheria paniculata","diameter at breast height (1.3 m)","5.5","cm",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",532973
"Guarea macrophylla","diameter at breast height (1.3 m)","19","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",533059
"Guarea macrophylla","diameter at breast height (1.3 m)","102","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",533239
"Guarea macrophylla","diameter at breast height (1.3 m)","102","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",533240
"Guarea macrophylla","diameter at breast height (1.3 m)","5","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",545954
"Guarea macrophylla","diameter at breast height (1.3 m)","23","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",545955
"Guarea macrophylla","diameter at breast height (1.3 m)","5","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",545956
"Dalbergia frutescens","diameter at breast height (1.3 m)","3","cm",NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",545967
"Dalbergia frutescens","diameter at breast height (1.3 m)","11","cm",NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",545968
"Guarea macrophylla","diameter at breast height (1.3 m)","12","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",546552
"Guarea macrophylla","diameter at breast height (1.3 m)","102","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",546689
"Guarea macrophylla","diameter at breast height (1.3 m)","102","cm",NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",546690
"Guarea macrophylla","diameter at breast height (1.3 m)","359","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",546718
"Guarea macrophylla","diameter at breast height (1.3 m)","359","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",546719
"Guarea macrophylla","diameter at breast height (1.3 m)","11.3","cm",NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",559771
"Myrsine coriacea","diameter at breast height (1.3 m)","6.3","cm",NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",560056
"Myrsine coriacea","diameter at breast height (1.3 m)","4.5","cm",NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",560057
"Guarea macrophylla","diameter at breast height (1.3 m)","8","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",573047
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",573137
"Guarea macrophylla","diameter at breast height (1.3 m)","21","cm",NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",573382
"Myrsine coriacea","diameter at breast height (1.3 m)","14","cm",NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",573777
"Ficus luschnathiana","diameter at breast height (1.3 m)","2.61014106670708","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",573782
"Guarea macrophylla","diameter at breast height (1.3 m)","5.9","cm",NA,-12.6764,-69.1119,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",586758
"Guarea macrophylla","diameter at breast height (1.3 m)","23.1","cm",NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",586825
"Myrsine coriacea","diameter at breast height (1.3 m)","4.9","cm",NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",587095
"Guarea macrophylla","diameter at breast height (1.3 m)","9","cm",NA,-10.245,-75.213,NA,NA,"James S. MIller",NA,"public",599648
"Myrsine coriacea","diameter at breast height (1.3 m)","2.5","cm",NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",599799
"Guarea macrophylla","diameter at breast height (1.3 m)","9.3","cm",NA,-12.4996,-69.4187,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",600077
"Myrsine coriacea","diameter at breast height (1.3 m)","2.5","cm",NA,-34.087,-53.75,NA,NA,"Mauricio Bonifacino",NA,"public",600351
"Guarea macrophylla","diameter at breast height (1.3 m)","118","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",600412
"Guarea macrophylla","diameter at breast height (1.3 m)","118","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",600413
"Guarea macrophylla","diameter at breast height (1.3 m)","150","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",600415
"Guarea macrophylla","diameter at breast height (1.3 m)","150","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",600416
"Guarea macrophylla","diameter at breast height (1.3 m)","6.6","cm",NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",613505
"Guarea macrophylla","diameter at breast height (1.3 m)","17","cm",NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",613506
"Guarea macrophylla","diameter at breast height (1.3 m)","2.5","cm",NA,-12.8333,-69.2833,NA,NA,"James S. MIller",NA,"public",627185
"Myrsine umbellata","diameter at breast height (1.3 m)","35.8","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",627559
"Myrsine coriacea","diameter at breast height (1.3 m)","6.95","cm",NA,-34.086,-53.768,NA,NA,"Mauricio Bonifacino",NA,"public",627681
"Myrsine coriacea","diameter at breast height (1.3 m)","3.59690171387683","cm",NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",627687
"Guarea macrophylla","diameter at breast height (1.3 m)","152","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",627732
"Guarea macrophylla","diameter at breast height (1.3 m)","152","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",627733
"Psychotria leiocarpa","diameter at breast height (1.3 m)","5","cm",NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",640303
"Psychotria leiocarpa","diameter at breast height (1.3 m)","4","cm",NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",640304
"Psychotria leiocarpa","diameter at breast height (1.3 m)","3","cm",NA,-22.91,-43.337,NA,NA,"James S. MIller",NA,"public",640305
"Guarea macrophylla","diameter at breast height (1.3 m)","20.2","cm",NA,-12.5049,-68.78,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",640724
"Myrsine umbellata","diameter at breast height (1.3 m)","31.2","cm",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",640914
"Guarea macrophylla","diameter at breast height (1.3 m)","21","cm",NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",653988
"Guarea macrophylla","diameter at breast height (1.3 m)","3.9","cm",NA,-12.4334,-68.8019,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",654067
